Origin,Destination,6E Flight Number,Departure (Local Time),Arrival (Local Time),Via,Days of Operations,Effective From,Effective To
Chennai (MAA),Hyderabad (HYD),156,21:05,22:15,,Daily,19-Feb-18,24-Mar-18
Chennai (MAA),Hyderabad (HYD),343,22:30,23:40,,Daily,19-Feb-18,24-Mar-18
Chennai (MAA),Indore (IDR),143,17:00,19:20,,Daily,19-Feb-18,24-Mar-18
Chennai (MAA),Agartala (IXA),196,09:10,12:05,,Daily,19-Feb-18,24-Mar-18
Chennai (MAA),Mangalore (IXE),7102,11:50,13:45,,Daily,19-Feb-18,24-Mar-18
Chennai (MAA),Madurai (IXM),137,09:05,10:10,,Daily,19-Feb-18,24-Mar-18
Chennai (MAA),Madurai (IXM),859,11:55,13:00,,Daily,19-Feb-18,24-Mar-18
Chennai (MAA),Madurai (IXM),381,18:45,19:50,,Except Tue,19-Feb-18,24-Mar-18
Chennai (MAA),Madurai (IXM),381,18:45,20:00,,Every Tue,20-Feb-18,20-Mar-18
Chennai (MAA),Port Blair (IXZ),188,08:25,10:40,,Daily,19-Feb-18,24-Mar-18
Chennai (MAA),Jaipur (JAI),548,10:45,13:30,,Daily,19-Feb-18,28-Feb-18
Chennai (MAA),Jaipur (JAI),755,23:30,02:20,,Daily,19-Feb-18,24-Mar-18
Chennai (MAA),Lucknow (LKO),548,10:45,13:20,,Daily,01-Mar-18,24-Mar-18
Chennai (MAA),Muscat (MCT),85,22:45,01:15,,Daily,19-Feb-18,24-Mar-18
Chennai (MAA),Patna (PAT),441,08:00,10:25,,Daily,19-Feb-18,24-Mar-18
Chennai (MAA),Pune (PNQ),401,03:30,05:15,,Daily,19-Feb-18,24-Mar-18
Chennai (MAA),Pune (PNQ),502,08:05,09:50,,Every Sat,24-Feb-18,24-Mar-18
Chennai (MAA),Pune (PNQ),502,08:40,10:30,,Except Sat,19-Feb-18,23-Mar-18
Chennai (MAA),Pune (PNQ),311,11:40,13:15,,Except Sat,19-Feb-18,23-Mar-18
Chennai (MAA),Pune (PNQ),385,22:20,00:05,,Daily,19-Feb-18,24-Mar-18
Chennai (MAA),Rajahmundry (RJA),7125,17:55,19:45,,Daily,19-Feb-18,24-Mar-18
Chennai (MAA),Singapore (SIN),51,05:45,12:40,,Daily,19-Feb-18,24-Mar-18
Chennai (MAA),Singapore (SIN),53,22:00,04:40,,Daily,19-Feb-18,24-Mar-18
Chennai (MAA),Thiruvananthapuram (TRV),327,10:45,12:05,,Daily,19-Feb-18,24-Mar-18
Chennai (MAA),Thiruvananthapuram (TRV),706,16:25,17:45,,Daily,19-Feb-18,24-Mar-18
Chennai (MAA),Udaipur (UDR),442,15:25,17:55,,Daily,19-Feb-18,24-Mar-18
Chennai (MAA),Vijayawada (VGA),7208,16:35,17:55,,Daily,02-Mar-18,24-Mar-18
Chennai (MAA),Visakhapatnam (VTZ),557,07:10,08:30,,Daily,19-Feb-18,24-Mar-18
Chennai (MAA),Visakhapatnam (VTZ),882,18:00,19:25,,Daily,19-Feb-18,24-Mar-18
Muscat (MCT),Mumbai (BOM),82,22:20,02:45,,Daily,19-Feb-18,24-Mar-18
Muscat (MCT),Kozhikode (CCJ),1304,22:45,03:55,,Daily,19-Feb-18,24-Mar-18
Muscat (MCT),Kochi (COK),84,02:15,07:20,,Daily,19-Feb-18,24-Mar-18
Muscat (MCT),Chennai (MAA),86,20:55,02:25,,Daily,19-Feb-18,24-Mar-18
Nagpur (NAG),Bengaluru (BLR),727,16:35,18:15,,Daily,19-Feb-18,24-Mar-18
Nagpur (NAG),Bengaluru (BLR),436,20:25,22:10,,Daily,19-Feb-18,24-Mar-18
Nagpur (NAG),Mumbai (BOM),6936,10:30,12:05,,Daily,19-Feb-18,24-Mar-18
Nagpur (NAG),Mumbai (BOM),404,20:30,22:05,,Daily,19-Feb-18,24-Mar-18
Nagpur (NAG),Kolkata (CCU),6135,16:55,18:45,,Except Sat,01-Mar-18,23-Mar-18
Nagpur (NAG),Kolkata (CCU),403,18:05,19:45,,Daily,19-Feb-18,24-Mar-18
Nagpur (NAG),Delhi (DEL),636,07:30,09:15,,Daily,19-Feb-18,24-Mar-18
Nagpur (NAG),Delhi (DEL),134,12:55,14:45,,Daily,19-Feb-18,24-Mar-18
Nagpur (NAG),Delhi (DEL),202,19:50,21:35,,Except Sat,19-Feb-18,28-Feb-18
Nagpur (NAG),Delhi (DEL),6202,19:50,21:35,,Except Sat,01-Mar-18,23-Mar-18
Nagpur (NAG),Hyderabad (HYD),7104,18:40,20:25,,Daily,19-Feb-18,24-Mar-18
Nagpur (NAG),Indore (IDR),509,08:15,09:15,,Daily,19-Feb-18,24-Mar-18
Nagpur (NAG),Pune (PNQ),135,12:40,13:55,,Except Sat,19-Feb-18,23-Mar-18
Nagpur (NAG),Pune (PNQ),202,16:00,17:25,,Except Sat,01-Mar-18,23-Mar-18
Nagpur (NAG),Pune (PNQ),221,22:00,23:15,,Daily,19-Feb-18,24-Mar-18
Patna (PAT),Bengaluru (BLR),902,09:25,11:55,,Every Tue,20-Feb-18,20-Mar-18
Patna (PAT),Bengaluru (BLR),902,11:35,14:05,,Except Tue,19-Feb-18,24-Mar-18
Patna (PAT),Kolkata (CCU),634,09:50,10:55,,Daily,19-Feb-18,24-Mar-18
Patna (PAT),Kolkata (CCU),708,13:35,14:40,,Daily,19-Feb-18,24-Mar-18
Patna (PAT),Kolkata (CCU),342,18:40,19:45,,Daily,19-Feb-18,24-Mar-18
Patna (PAT),Delhi (DEL),612,09:05,10:55,,Daily,19-Feb-18,24-Mar-18
Patna (PAT),Delhi (DEL),6367,10:45,12:40,,Daily,19-Feb-18,24-Mar-18
Patna (PAT),Delhi (DEL),191,14:35,16:35,,Daily,19-Feb-18,24-Mar-18
Patna (PAT),Delhi (DEL),582,16:20,18:10,,Daily,19-Feb-18,24-Mar-18
Patna (PAT),Delhi (DEL),508,17:50,19:40,,Daily,19-Feb-18,24-Mar-18
Patna (PAT),Delhi (DEL),6325,19:20,21:05,,Daily,19-Feb-18,24-Mar-18
Patna (PAT),Ranchi (IXR),485,14:50,15:35,,Daily,19-Feb-18,24-Mar-18
Patna (PAT),Ranchi (IXR),787,15:30,16:15,,Daily,19-Feb-18,24-Mar-18
Patna (PAT),Lucknow (LKO),339,11:00,12:00,,Daily,19-Feb-18,24-Mar-18
Patna (PAT),Lucknow (LKO),633,16:25,17:25,,Daily,01-Mar-18,24-Mar-18
Patna (PAT),Lucknow (LKO),633,20:20,21:20,,Daily,19-Feb-18,28-Feb-18
Patna (PAT),Varanasi (VNS),441,10:55,11:55,,Daily,19-Feb-18,24-Mar-18
Pune (PNQ),Ahmedabad (AMD),352,06:25,07:40,,Daily,19-Feb-18,24-Mar-18
Pune (PNQ),Ahmedabad (AMD),135,14:30,15:45,,Except Sat,19-Feb-18,28-Feb-18
Pune (PNQ),Ahmedabad (AMD),673,23:45,01:00,,Daily,19-Feb-18,24-Mar-18
Pune (PNQ),Bengaluru (BLR),681,00:45,02:10,,Daily,19-Feb-18,24-Mar-18
Pune (PNQ),Bengaluru (BLR),391,07:20,08:45,,Daily,19-Feb-18,24-Mar-18
Pune (PNQ),Bengaluru (BLR),407,10:45,12:15,,Every Sat,24-Feb-18,24-Mar-18
Pune (PNQ),Bengaluru (BLR),407,11:00,12:25,,"Except Tue, Sat",19-Feb-18,23-Mar-18
Pune (PNQ),Bengaluru (BLR),758,13:05,14:45,,Every Sun,25-Feb-18,18-Mar-18
Pune (PNQ),Bengaluru (BLR),105,17:20,18:50,,Except Sat,19-Feb-18,23-Mar-18
Pune (PNQ),Bengaluru (BLR),103,22:20,23:45,,Daily,19-Feb-18,24-Mar-18
Pune (PNQ),Bengaluru (BLR),221,23:45,01:10,,Daily,19-Feb-18,24-Mar-18
Pune (PNQ),Kolkata (CCU),553,00:20,03:25,,Daily,19-Feb-18,24-Mar-18
Pune (PNQ),Kolkata (CCU),523,06:05,08:45,,Daily,19-Feb-18,24-Mar-18
Pune (PNQ),Kochi (COK),338,02:45,04:25,,Daily,19-Feb-18,24-Mar-18
Pune (PNQ),Kochi (COK),407,11:00,12:50,,Every Tue,20-Feb-18,20-Mar-18
Pune (PNQ),Delhi (DEL),6698,02:10,04:20,,Daily,19-Feb-18,24-Mar-18
Pune (PNQ),Delhi (DEL),863,05:00,07:10,,Daily,19-Feb-18,24-Mar-18
Pune (PNQ),Delhi (DEL),3571,07:30,09:40,,Daily,19-Feb-18,24-Mar-18
Pune (PNQ),Delhi (DEL),148,11:40,13:50,,Except Sat,19-Feb-18,23-Mar-18
Pune (PNQ),Delhi (DEL),528,15:30,17:40,,Every Tue,20-Feb-18,20-Mar-18
Pune (PNQ),Delhi (DEL),528,19:00,21:10,,Except Tue,19-Feb-18,24-Mar-18
Pune (PNQ),Delhi (DEL),402,20:30,22:40,,Daily,19-Feb-18,24-Mar-18
Pune (PNQ),Delhi (DEL),672,23:30,01:40,,Daily,19-Feb-18,24-Mar-18
Pune (PNQ),Hyderabad (HYD),242,04:20,05:30,,Daily,19-Feb-18,24-Mar-18
Pune (PNQ),Hyderabad (HYD),587,16:15,17:30,,Except Sat,19-Feb-18,23-Mar-18
Pune (PNQ),Hyderabad (HYD),122,23:55,01:05,,Daily,19-Feb-18,24-Mar-18
Pune (PNQ),Jaipur (JAI),117,00:25,02:10,,Daily,19-Feb-18,24-Mar-18
Pune (PNQ),Chennai (MAA),6406,00:40,02:25,,Daily,19-Feb-18,24-Mar-18
Pune (PNQ),Chennai (MAA),159,05:45,07:45,,Except Sat,19-Feb-18,23-Mar-18
Pune (PNQ),Chennai (MAA),159,05:45,07:30,,Every Sat,24-Feb-18,24-Mar-18
Pune (PNQ),Chennai (MAA),302,13:45,15:30,,Except Sat,19-Feb-18,23-Mar-18
Pune (PNQ),Chennai (MAA),547,22:25,00:10,,Every Sat,24-Feb-18,24-Mar-18
Pune (PNQ),Chennai (MAA),547,22:30,00:15,,Except Sat,19-Feb-18,23-Mar-18
Pune (PNQ),Nagpur (NAG),134,10:20,11:40,,Every Sat,24-Feb-18,24-Mar-18
Pune (PNQ),Nagpur (NAG),134,11:05,12:25,,Except Sat,19-Feb-18,23-Mar-18
Pune (PNQ),Nagpur (NAG),6135,14:30,15:55,,Except Sat,01-Mar-18,23-Mar-18
Pune (PNQ),Nagpur (NAG),202,18:00,19:20,,Except Sat,19-Feb-18,28-Feb-18
Pune (PNQ),Nagpur (NAG),6202,18:00,19:20,,Except Sat,01-Mar-18,23-Mar-18
Rajahmundry (RJA),Bengaluru (BLR),7119,08:40,10:25,,Daily,19-Feb-18,24-Mar-18
Rajahmundry (RJA),Hyderabad (HYD),7122,12:50,14:05,,Daily,19-Feb-18,24-Mar-18
Rajahmundry (RJA),Hyderabad (HYD),7126,20:05,21:25,,Daily,19-Feb-18,24-Mar-18
Rajahmundry (RJA),Chennai (MAA),7124,16:10,17:35,,Daily,19-Feb-18,24-Mar-18
Raipur (RPR),Mumbai (BOM),802,11:45,13:45,,Daily,19-Feb-18,24-Mar-18
Raipur (RPR),Mumbai (BOM),264,12:20,14:30,,Every Sun,25-Feb-18,18-Mar-18
Raipur (RPR),Mumbai (BOM),804,16:55,18:45,,Daily,19-Feb-18,24-Mar-18
Raipur (RPR),Kolkata (CCU),811,09:45,11:10,,Daily,19-Feb-18,24-Mar-18
Raipur (RPR),Kolkata (CCU),252,17:05,18:35,,Daily,19-Feb-18,24-Mar-18
Raipur (RPR),Delhi (DEL),486,09:30,11:35,,Daily,19-Feb-18,24-Mar-18
Raipur (RPR),Delhi (DEL),6409,11:10,13:10,,Daily,19-Feb-18,24-Mar-18
Raipur (RPR),Delhi (DEL),204,14:50,16:45,,Daily,19-Feb-18,24-Mar-18
Raipur (RPR),Delhi (DEL),454,19:15,21:10,,Every Tue,20-Feb-18,20-Mar-18
Raipur (RPR),Delhi (DEL),454,19:30,21:25,,Except Tue,19-Feb-18,24-Mar-18
Raipur (RPR),Hyderabad (HYD),827,09:05,10:25,,Daily,19-Feb-18,24-Mar-18
Raipur (RPR),Hyderabad (HYD),304,12:15,13:35,,Except Tue,19-Feb-18,24-Mar-18
Raipur (RPR),Hyderabad (HYD),551,13:15,14:40,,Daily,01-Mar-18,24-Mar-18
Raipur (RPR),Hyderabad (HYD),815,19:45,21:05,,Daily,19-Feb-18,24-Mar-18
Raipur (RPR),Indore (IDR),245,08:35,10:00,,Daily,19-Feb-18,24-Mar-18
Raipur (RPR),Indore (IDR),708,17:15,18:40,,Daily,19-Feb-18,24-Mar-18
Raipur (RPR),Lucknow (LKO),589,18:10,20:00,,Daily,19-Feb-18,28-Feb-18
Raipur (RPR),Lucknow (LKO),589,18:10,19:50,,Daily,01-Mar-18,24-Mar-18
Sharjah (SHJ),Kozhikode (CCJ),1404,09:20,14:30,,Daily,19-Feb-18,24-Mar-18
Sharjah (SHJ),Hyderabad (HYD),1406,20:05,01:05,,Daily,19-Feb-18,24-Mar-18
Sharjah (SHJ),Lucknow (LKO),1408,05:20,10:50,,Daily,19-Feb-18,24-Mar-18
Sharjah (SHJ),Thiruvananthapuram (TRV),1402,02:00,07:35,,Daily,19-Feb-18,24-Mar-18
Singapore (SIN),Bengaluru (BLR),58,05:30,07:55,,Daily,19-Feb-18,24-Mar-18
Singapore (SIN),Chennai (MAA),54,05:40,07:35,,Daily,19-Feb-18,24-Mar-18
Singapore (SIN),Chennai (MAA),52,13:40,15:35,,Daily,19-Feb-18,24-Mar-18
Srinagar (SXR),Amritsar (ATQ),478,14:45,15:50,,Daily,19-Feb-18,24-Mar-18
Srinagar (SXR),Mumbai (BOM),559,15:30,18:20,,Daily,19-Feb-18,24-Mar-18
Srinagar (SXR),Delhi (DEL),554,10:55,12:40,,Daily,19-Feb-18,24-Mar-18
Srinagar (SXR),Delhi (DEL),694,15:05,16:45,,Daily,19-Feb-18,24-Mar-18
Srinagar (SXR),Delhi (DEL),197,17:05,18:50,,Daily,19-Feb-18,24-Mar-18
Srinagar (SXR),Jammu (IXJ),653,12:10,13:05,,Daily,19-Feb-18,24-Mar-18
Srinagar (SXR),Lucknow (LKO),576,10:25,12:10,,Daily,19-Feb-18,24-Mar-18
Tirupati (TIR),Bengaluru (BLR),7106,08:10,09:05,,Daily,19-Feb-18,24-Mar-18
Tirupati (TIR),Bengaluru (BLR),7113,14:25,15:20,,Daily,19-Feb-18,24-Mar-18
Tirupati (TIR),Hyderabad (HYD),7108,10:50,12:05,,Daily,19-Feb-18,24-Mar-18
Tirupati (TIR),Hyderabad (HYD),7115,17:20,18:40,,Daily,19-Feb-18,24-Mar-18
Tirupati (TIR),Hyderabad (HYD),7117,20:55,22:25,,Daily,19-Feb-18,24-Mar-18
Thiruvananthapuram (TRV),Bengaluru (BLR),874,07:50,09:10,,Daily,19-Feb-18,24-Mar-18
Thiruvananthapuram (TRV),Bengaluru (BLR),6065,10:20,11:35,,Daily,19-Feb-18,24-Mar-18
Thiruvananthapuram (TRV),Bengaluru (BLR),279,16:05,17:20,,Daily,19-Feb-18,24-Mar-18
Thiruvananthapuram (TRV),Bengaluru (BLR),676,17:05,18:20,,Daily,19-Feb-18,24-Mar-18
Thiruvananthapuram (TRV),Bengaluru (BLR),445,21:50,23:05,,Daily,19-Feb-18,24-Mar-18
Thiruvananthapuram (TRV),Mumbai (BOM),176,10:45,12:55,,Daily,19-Feb-18,24-Mar-18
Thiruvananthapuram (TRV),Kochi (COK),837,01:00,01:45,,"Every Wed, Fri, Sun",21-Feb-18,25-Mar-18
Thiruvananthapuram (TRV),Kochi (COK),706,18:15,19:00,,Daily,19-Feb-18,24-Mar-18
Thiruvananthapuram (TRV),Delhi (DEL),359,02:05,05:25,,"Except Wed, Fri, Sun",20-Feb-18,24-Mar-18
Thiruvananthapuram (TRV),Delhi (DEL),5062,12:35,15:55,,Daily,19-Feb-18,24-Mar-18
Thiruvananthapuram (TRV),Delhi (DEL),127,21:30,01:00,,Daily,19-Feb-18,24-Mar-18
Thiruvananthapuram (TRV),Dubai (DXB),39,18:05,21:05,,Daily,19-Feb-18,24-Mar-18
Thiruvananthapuram (TRV),Hyderabad (HYD),6361,09:30,11:10,,Daily,19-Feb-18,24-Mar-18
Thiruvananthapuram (TRV),Chennai (MAA),315,10:55,12:15,,Daily,19-Feb-18,24-Mar-18
Thiruvananthapuram (TRV),Chennai (MAA),343,20:30,21:50,,Daily,19-Feb-18,24-Mar-18
Thiruvananthapuram (TRV),Sharjah (SHJ),1401,22:15,01:00,,Daily,19-Feb-18,24-Mar-18
Udaipur (UDR),Mumbai (BOM),748,10:00,11:35,,Daily,19-Feb-18,24-Mar-18
Udaipur (UDR),Mumbai (BOM),753,15:20,16:45,,Daily,19-Feb-18,24-Mar-18
Udaipur (UDR),Delhi (DEL),747,14:10,15:35,,Daily,19-Feb-18,24-Mar-18
Udaipur (UDR),Delhi (DEL),6299,19:20,20:45,,Daily,19-Feb-18,28-Feb-18
Udaipur (UDR),Delhi (DEL),6299,21:00,22:25,,Daily,01-Mar-18,24-Mar-18
Udaipur (UDR),Jaipur (JAI),442,18:30,19:35,,Daily,19-Feb-18,24-Mar-18
Vijayawada (VGA),Bengaluru (BLR),7203,07:55,09:25,,Daily,02-Mar-18,24-Mar-18
Vijayawada (VGA),Hyderabad (HYD),7202,11:55,12:55,,Daily,02-Mar-18,24-Mar-18
Vijayawada (VGA),Hyderabad (HYD),7209,18:25,19:30,,Daily,02-Mar-18,24-Mar-18
Vijayawada (VGA),Hyderabad (HYD),7206,21:10,22:20,,Daily,02-Mar-18,24-Mar-18
Vijayawada (VGA),Chennai (MAA),7207,15:00,16:15,,Daily,02-Mar-18,24-Mar-18
Varanasi (VNS),Bengaluru (BLR),6323,20:40,23:15,,Except Tue,19-Feb-18,24-Mar-18
Varanasi (VNS),Bengaluru (BLR),6323,21:05,23:40,,Every Tue,20-Feb-18,20-Mar-18
Varanasi (VNS),Mumbai (BOM),711,10:15,12:40,,Daily,19-Feb-18,24-Mar-18
Varanasi (VNS),Mumbai (BOM),579,14:50,17:15,,Daily,19-Feb-18,24-Mar-18
Varanasi (VNS),Kolkata (CCU),716,19:30,20:50,,Daily,19-Feb-18,24-Mar-18
Varanasi (VNS),Delhi (DEL),3175,10:30,12:25,,Daily,19-Feb-18,24-Mar-18
Varanasi (VNS),Delhi (DEL),555,14:15,16:10,,Daily,01-Mar-18,24-Mar-18
Varanasi (VNS),Delhi (DEL),6635,18:30,20:05,,Daily,19-Feb-18,24-Mar-18
Varanasi (VNS),Delhi (DEL),991,20:05,21:35,,Daily,19-Feb-18,28-Feb-18
Varanasi (VNS),Delhi (DEL),991,20:50,22:40,,Daily,01-Mar-18,24-Mar-18
Varanasi (VNS),Hyderabad (HYD),916,08:40,10:45,,Daily,19-Feb-18,24-Mar-18
Varanasi (VNS),Hyderabad (HYD),383,15:50,17:40,,Daily,01-Mar-18,24-Mar-18
Varanasi (VNS),Hyderabad (HYD),6913,18:20,20:20,,Daily,19-Feb-18,24-Mar-18
Varanasi (VNS),Chennai (MAA),441,12:30,14:55,,Daily,19-Feb-18,24-Mar-18
Visakhapatnam (VTZ),Bhubaneswar (BBI),557,09:00,09:50,,Daily,19-Feb-18,24-Mar-18
Visakhapatnam (VTZ),Bengaluru (BLR),287,07:50,09:30,,Except Sun,19-Feb-18,28-Feb-18
Visakhapatnam (VTZ),Bengaluru (BLR),287,07:50,09:30,,Every Sun,25-Feb-18,18-Mar-18
Visakhapatnam (VTZ),Bengaluru (BLR),287,07:50,09:30,,Except Sun,01-Mar-18,24-Mar-18
Visakhapatnam (VTZ),Bengaluru (BLR),216,19:30,21:00,,Daily,19-Feb-18,24-Mar-18
Visakhapatnam (VTZ),Bengaluru (BLR),647,21:10,22:45,,Daily,19-Feb-18,24-Mar-18
Visakhapatnam (VTZ),Kolkata (CCU),886,13:00,14:45,,Daily,19-Feb-18,24-Mar-18
Visakhapatnam (VTZ),Delhi (DEL),726,08:35,11:05,,Daily,19-Feb-18,24-Mar-18
Visakhapatnam (VTZ),Delhi (DEL),772,18:30,21:15,,Daily,19-Feb-18,24-Mar-18
Visakhapatnam (VTZ),Hyderabad (HYD),608,08:05,09:15,,Daily,19-Feb-18,24-Mar-18
Visakhapatnam (VTZ),Hyderabad (HYD),809,12:55,14:15,,Daily,19-Feb-18,24-Mar-18
Visakhapatnam (VTZ),Hyderabad (HYD),776,19:10,20:25,,Daily,19-Feb-18,24-Mar-18
Visakhapatnam (VTZ),Hyderabad (HYD),883,20:25,21:45,,Daily,19-Feb-18,24-Mar-18
Visakhapatnam (VTZ),Hyderabad (HYD),742,22:00,23:15,,Daily,19-Feb-18,24-Mar-18
Visakhapatnam (VTZ),Chennai (MAA),881,12:10,13:35,,Daily,19-Feb-18,24-Mar-18
Visakhapatnam (VTZ),Chennai (MAA),512,14:55,16:20,,Daily,19-Feb-18,24-Mar-18
